rank,model_id,model_name,avg_agentic_coding_score,benchmark_coverage,swe_bench_verified_pct,livecodebench_pct,swerebench_pct,arena_elo_coding,arena_elo
283,aiml-flux-pro,aiml-flux-pro,,0,,,,,
284,aiml-flux-pro-v1-1,aiml-flux-pro-v1-1,,0,,,,,
285,aiml-flux-pro-v1-1-ultra,aiml-flux-pro-v1-1-ultra,,0,,,,,
286,aiml-flux-realism,aiml-flux-realism,,0,,,,,
287,aiml-flux-schnell,aiml-flux-schnell,,0,,,,,
288,aiml-google-imagen-4-0-ultra-generate-001,aiml-google-imagen-4-0-ultra-generate-001,,0,,,,,
289,aiml-google-nano-banana-pro,aiml-google-nano-banana-pro,,0,,,,,
290,aion-labs-aion-1-0,AionLabs: Aion-1.0,,0,,,,,
291,aion-labs-aion-1-0-mini,AionLabs: Aion-1.0-Mini,,0,,,,,
292,aion-labs-aion-2-0,AionLabs: Aion-2.0,,0,,,,,
293,aion-labs-aion-rp-llama-3-1-8b,AionLabs: Aion-RP 1.0 (8B),,0,,,,,
294,alfredpros-codellama-7b-instruct-solidity,AlfredPros: CodeLLaMa 7B Instruct Solidity,,0,,,,,
295,alibaba-nlp-2-tongyi-deepresearch-30b-a3b,Tongyi DeepResearch 30B A3B,,0,,,,,
296,alibaba-qwen-3-14b,Qwen3-14B,,0,,,,,
297,alibaba-qwen-3-235b,Qwen3 235B A22B Instruct 2507,,0,,,,,
298,alibaba-qwen-3-30b,Qwen3-30B-A3B,,0,,,,,
299,alibaba-qwen-3-32b,Qwen 3.32B,,0,,,,,
300,alibaba-qwen3-235b-a22b-thinking,Qwen3 235B A22B Thinking 2507,,0,,,,,
301,alibaba-qwen3-5-flash,Qwen 3.5 Flash,,0,,,,,
302,alibaba-qwen3-5-plus,Qwen 3.5 Plus,,0,,,,,
303,alibaba-qwen3-coder,Qwen3 Coder 480B A35B Instruct,,0,,,,,
304,alibaba-qwen3-coder-30b-a3b,Qwen 3 Coder 30B A3B Instruct,,0,,,,,
305,alibaba-qwen3-coder-next,Qwen3 Coder Next,,0,,,,,
306,alibaba-qwen3-coder-plus,Qwen3 Coder Plus,,0,,,,,
307,alibaba-qwen3-embedding-0-6b,Qwen3 Embedding 0.6B,,0,,,,,
308,alibaba-qwen3-embedding-4b,Qwen3 Embedding 4B,,0,,,,,
309,alibaba-qwen3-embedding-8b,Qwen3 Embedding 8B,,0,,,,,
310,alibaba-qwen3-max,Qwen3 Max,,0,,,,,
311,alibaba-qwen3-max-preview,Qwen3 Max Preview,,0,,,,,
312,alibaba-qwen3-next-80b-a3b-instruct,Qwen3 Next 80B A3B Instruct,,0,,,,,
313,alibaba-qwen3-next-80b-a3b-thinking,Qwen3 Next 80B A3B Thinking,,0,,,,,
314,alibaba-tongyi-deepresearch-30b-a3b,Tongyi DeepResearch 30B A3B,,0,,,,,
315,allenai-molmo-2-8b,AllenAI: Molmo2 8B,,0,,,,,
316,allenai-olmo-2-0325-32b-instruct,AllenAI: Olmo 2 32B Instruct,,1,,,,1215.0,1223.0
317,allenai-olmo-3-7b-instruct,AllenAI: Olmo 3 7B Instruct,,0,,,,,
318,allenai-olmocr-7b-0725-fp8,allenai-olmocr-7b-0725-fp8,,0,,,,,
319,alpindale-goliath-120b,Goliath 120B,,0,,,,,
320,amazon-nova-2-lite,Nova 2 Lite,,0,,,,,
321,amazon-nova-2-lite-v1,Amazon: Nova 2 Lite,,0,,,,,
322,amazon-nova-2-multimodal-embeddings-v1,amazon-nova-2-multimodal-embeddings-v1,,0,,,,,
323,amazon-nova-2-pro-preview-20251202-v1,amazon-nova-2-pro-preview-20251202-v1,,0,,,,,
324,amazon-nova-canvas-v1,amazon-nova-canvas-v1,,0,,,,,
325,amazon-nova-lite-v1,Amazon: Nova Lite 1.0,,2,,,,1253.0,1233.0
326,amazon-nova-micro,Nova Micro,,0,,,,,
327,amazon-nova-micro-v1,Amazon: Nova Micro 1.0,,2,,,,1228.0,1215.0
328,amazon-nova-nova-lite-v1,amazon-nova-nova-lite-v1,,0,,,,,
329,amazon-nova-nova-micro-v1,amazon-nova-nova-micro-v1,,0,,,,,
330,amazon-nova-nova-premier-v1,amazon-nova-nova-premier-v1,,0,,,,,
331,amazon-nova-nova-pro-v1,amazon-nova-nova-pro-v1,,0,,,,,
332,amazon-nova-premier-v1,Amazon: Nova Premier 1.0,,0,,,,,
333,amazon-nova-pro,Nova Pro,,0,,,,,
334,amazon-nova-pro-v1,Amazon: Nova Pro 1.0,,2,,,,1282.0,1262.0
335,amazon-rerank-v1,amazon-rerank-v1,,0,,,,,
336,amazon-titan-embed-image-v1,amazon-titan-embed-image-v1,,0,,,,,
337,amazon-titan-embed-text-v1,amazon-titan-embed-text-v1,,0,,,,,
338,amazon-titan-embed-text-v2,Titan Text Embeddings V2,,0,,,,,
339,amazon-titan-image-generator-v1,amazon-titan-image-generator-v1,,0,,,,,
340,amazon-titan-image-generator-v2,amazon-titan-image-generator-v2,,0,,,,,
341,amazon-titan-text-express-v1,Titan Text G1 - Express,,0,,,,,
342,amazon-titan-text-lite-v1,amazon-titan-text-lite-v1,,0,,,,,
343,amazon-titan-text-premier-v1,amazon-titan-text-premier-v1,,0,,,,,
344,anthracite-org-magnum-v2-72b,Magnum V2 72B,,0,,,,,
345,anthracite-org-magnum-v4-72b,Magnum v4 72B,,0,,,,,
346,anthropic-claude-3-5-haiku,anthropic-claude-3-5-haiku,,0,,,,,
347,anthropic-claude-3-5-haiku-20241022-v1,Claude Haiku 3.5,,0,,,,,
348,anthropic-claude-3-5-sonnet,anthropic--claude-3.5-sonnet,,0,,,,,
349,anthropic-claude-3-5-sonnet-20240620-v1,Claude Sonnet 3.5,,0,,,,,
350,anthropic-claude-3-5-sonnet-20241022-v2,Claude Sonnet 3.5 v2,,0,,,,,
351,anthropic-claude-3-7-sonnet,anthropic--claude-3.7-sonnet,,0,,,,,
352,anthropic-claude-3-7-sonnet-20240620-v1,anthropic-claude-3-7-sonnet-20240620-v1,,0,,,,,
353,anthropic-claude-3-7-sonnet-20250219-v1,Claude Sonnet 3.7,,0,,,,,
354,anthropic-claude-3-7-sonnet-latest,anthropic-claude-3-7-sonnet-latest,,0,,,,,
355,anthropic-claude-3-haiku,anthropic--claude-3-haiku,,0,,,,,
356,anthropic-claude-3-haiku-20240307-v1,Claude Haiku 3,,0,,,,,
357,anthropic-claude-3-opus,anthropic--claude-3-opus,,0,,,,,
358,anthropic-claude-3-opus-20240229-v1,Claude Opus 3,,0,,,,,
359,anthropic-claude-3-sonnet,anthropic--claude-3-sonnet,,0,,,,,
360,anthropic-claude-3-sonnet-20240229-v1,Claude Sonnet 3,,0,,,,,
361,anthropic-claude-4-5-haiku,anthropic--claude-4.5-haiku,,0,,,,,
362,anthropic-claude-4-5-opus,anthropic--claude-4.5-opus,,0,,,,,
363,anthropic-claude-4-5-sonnet,anthropic--claude-4.5-sonnet,,0,,,,,
364,anthropic-claude-4-6-opus,anthropic--claude-4.6-opus,,0,,,,,
365,anthropic-claude-4-6-sonnet,anthropic--claude-4.6-sonnet,,0,,,,,
366,anthropic-claude-4-opus,anthropic--claude-4-opus,,0,,,,,
367,anthropic-claude-4-sonnet,anthropic--claude-4-sonnet,,0,,,,,
368,anthropic-claude-haiku-4-5,anthropic-claude-haiku-4-5,,0,,,,,
369,anthropic-claude-haiku-4-5-20251001-v1,Claude Haiku 4.5,,0,,,,,
370,anthropic-claude-haiku-4-5@20251001,anthropic-claude-haiku-4-5@20251001,,0,,,,,
371,anthropic-claude-instant-v1,Claude Instant,,1,,,,1136.0,1135.0
372,anthropic-claude-opus-4,anthropic-claude-opus-4,,0,,,,,
373,anthropic-claude-opus-4-1,anthropic-claude-opus-4-1,,0,,,,,
374,anthropic-claude-opus-4-1-20250805-v1,Claude Opus 4.1,,0,,,,,
375,anthropic-claude-opus-4-20250514-v1,Claude Opus 4,,0,,,,,
376,anthropic-claude-opus-4-5,anthropic-claude-opus-4-5,,0,,,,,
377,anthropic-claude-opus-4-5-20251101-v1,Claude Opus 4.5,,0,,,,,
378,anthropic-claude-opus-4-6,anthropic-claude-opus-4-6,,0,,,,,
379,anthropic-claude-opus-4-6-v1,Claude Opus 4.6,,0,,,,,
380,anthropic-claude-sonnet-4,anthropic-claude-sonnet-4,,0,,,,,
381,anthropic-claude-sonnet-4-20250514-v1,Claude Sonnet 4,,0,,,,,
382,anthropic-claude-sonnet-4-5,anthropic-claude-sonnet-4-5,,0,,,,,
383,anthropic-claude-sonnet-4-5-20250929-v1,Claude Sonnet 4.5,,0,,,,,
384,anthropic-claude-sonnet-4-6,Claude Sonnet 4.6,,0,,,,,
385,anthropic-claude-v1,anthropic-claude-v1,,0,,,,,
386,anthropic-claude-v2,Claude 2,,1,,,,1158.0,1146.0
387,anyscale-codellama-codellama-34b-instruct-hf,anyscale-codellama-codellama-34b-instruct-hf,,0,,,,,
388,anyscale-codellama-codellama-70b-instruct-hf,anyscale-codellama-codellama-70b-instruct-hf,,0,,,,,
389,anyscale-google-gemma-7b-it,anyscale-google-gemma-7b-it,,0,,,,,
390,anyscale-huggingfaceh4-zephyr-7b-beta,anyscale-huggingfaceh4-zephyr-7b-beta,,0,,,,,
391,anyscale-meta-llama-llama-2-13b-chat-hf,anyscale-meta-llama-llama-2-13b-chat-hf,,0,,,,,
392,anyscale-meta-llama-llama-2-70b-chat-hf,anyscale-meta-llama-llama-2-70b-chat-hf,,0,,,,,
393,anyscale-meta-llama-llama-2-7b-chat-hf,anyscale-meta-llama-llama-2-7b-chat-hf,,0,,,,,
394,anyscale-meta-llama-meta-llama-3-70b-instruct,anyscale-meta-llama-meta-llama-3-70b-instruct,,0,,,,,
395,anyscale-meta-llama-meta-llama-3-8b-instruct,anyscale-meta-llama-meta-llama-3-8b-instruct,,0,,,,,
396,anyscale-mistralai-mistral-7b-instruct-v0-1,anyscale-mistralai-mistral-7b-instruct-v0-1,,0,,,,,
397,anyscale-mistralai-mixtral-8x22b-instruct-v0-1,anyscale-mistralai-mixtral-8x22b-instruct-v0-1,,0,,,,,
398,anyscale-mistralai-mixtral-8x7b-instruct-v0-1,anyscale-mistralai-mixtral-8x7b-instruct-v0-1,,0,,,,,
399,ap-northeast-1-1-month-commitment-anthropic-claude-instant-v1,ap-northeast-1-1-month-commitment-anthropic-claude-instant-v1,,0,,,,,
400,ap-northeast-1-1-month-commitment-anthropic-claude-v1,ap-northeast-1-1-month-commitment-anthropic-claude-v1,,0,,,,,
401,ap-northeast-1-1-month-commitment-anthropic-claude-v2,ap-northeast-1-1-month-commitment-anthropic-claude-v2,,0,,,,,
402,ap-northeast-1-6-month-commitment-anthropic-claude-instant-v1,ap-northeast-1-6-month-commitment-anthropic-claude-instant-v1,,0,,,,,
403,ap-northeast-1-6-month-commitment-anthropic-claude-v1,ap-northeast-1-6-month-commitment-anthropic-claude-v1,,0,,,,,
404,ap-northeast-1-6-month-commitment-anthropic-claude-v2,ap-northeast-1-6-month-commitment-anthropic-claude-v2,,0,,,,,
405,ap-northeast-1-anthropic-claude-instant-v1,ap-northeast-1-anthropic-claude-instant-v1,,0,,,,,
406,ap-northeast-1-anthropic-claude-v1,ap-northeast-1-anthropic-claude-v1,,0,,,,,
407,ap-northeast-1-anthropic-claude-v2,ap-northeast-1-anthropic-claude-v2,,0,,,,,
408,ap-northeast-1-deepseek-v3-2,ap-northeast-1-deepseek-v3-2,,0,,,,,
409,ap-northeast-1-minimax-minimax-m2-1,ap-northeast-1-minimax-minimax-m2-1,,0,,,,,
410,ap-northeast-1-moonshotai-kimi-k2-5,ap-northeast-1-moonshotai-kimi-k2-5,,0,,,,,
411,ap-northeast-1-moonshotai-kimi-k2-thinking,ap-northeast-1-moonshotai-kimi-k2-thinking,,0,,,,,
412,ap-northeast-1-qwen-qwen3-coder-next,ap-northeast-1-qwen-qwen3-coder-next,,0,,,,,
413,ap-south-1-deepseek-v3-2,ap-south-1-deepseek-v3-2,,0,,,,,
414,ap-south-1-meta-llama3-70b-instruct-v1,ap-south-1-meta-llama3-70b-instruct-v1,,0,,,,,
415,ap-south-1-meta-llama3-8b-instruct-v1,ap-south-1-meta-llama3-8b-instruct-v1,,0,,,,,
416,ap-south-1-minimax-minimax-m2-1,ap-south-1-minimax-minimax-m2-1,,0,,,,,
417,ap-south-1-moonshotai-kimi-k2-5,ap-south-1-moonshotai-kimi-k2-5,,0,,,,,
418,ap-south-1-moonshotai-kimi-k2-thinking,ap-south-1-moonshotai-kimi-k2-thinking,,0,,,,,
419,ap-south-1-qwen-qwen3-coder-next,ap-south-1-qwen-qwen3-coder-next,,0,,,,,
420,ap-southeast-3-deepseek-v3-2,ap-southeast-3-deepseek-v3-2,,0,,,,,
421,ap-southeast-3-minimax-minimax-m2-1,ap-southeast-3-minimax-minimax-m2-1,,0,,,,,
422,ap-southeast-3-moonshotai-kimi-k2-5,ap-southeast-3-moonshotai-kimi-k2-5,,0,,,,,
423,ap-southeast-3-qwen-qwen3-coder-next,ap-southeast-3-qwen-qwen3-coder-next,,0,,,,,
424,apac-amazon-nova-2-lite-v1,apac-amazon-nova-2-lite-v1,,0,,,,,
425,apac-amazon-nova-2-pro-preview-20251202-v1,apac-amazon-nova-2-pro-preview-20251202-v1,,0,,,,,
426,apac-amazon-nova-lite-v1,apac-amazon-nova-lite-v1,,0,,,,,
427,apac-amazon-nova-micro-v1,apac-amazon-nova-micro-v1,,0,,,,,
428,apac-amazon-nova-pro-v1,apac-amazon-nova-pro-v1,,0,,,,,
429,apac-anthropic-claude-3-5-sonnet-20240620-v1,apac-anthropic-claude-3-5-sonnet-20240620-v1,,0,,,,,
430,apac-anthropic-claude-3-5-sonnet-20241022-v2,apac-anthropic-claude-3-5-sonnet-20241022-v2,,0,,,,,
431,apac-anthropic-claude-3-haiku-20240307-v1,apac-anthropic-claude-3-haiku-20240307-v1,,0,,,,,
432,apac-anthropic-claude-3-sonnet-20240229-v1,apac-anthropic-claude-3-sonnet-20240229-v1,,0,,,,,
433,apac-anthropic-claude-haiku-4-5-20251001-v1,apac-anthropic-claude-haiku-4-5-20251001-v1,,0,,,,,
434,apac-anthropic-claude-sonnet-4-20250514-v1,apac-anthropic-claude-sonnet-4-20250514-v1,,0,,,,,
435,arcee-ai-afm-models-trinity-mini,Trinity Mini,,0,,,,,
436,arcee-ai-coder-large,Arcee AI: Coder Large,,0,,,,,
437,arcee-ai-maestro-reasoning,Arcee AI: Maestro Reasoning,,0,,,,,
438,arcee-ai-spotlight,Arcee AI: Spotlight,,0,,,,,
439,arcee-ai-trinity-large,Trinity Large,,0,,,,,
440,arcee-ai-trinity-large-preview,Arcee AI: Trinity Large Preview (free),,0,,,,,
441,arcee-ai-trinity-mini,Arcee AI: Trinity Mini (free),,0,,,,,
442,arcee-ai-virtuoso-large,Arcee AI: Virtuoso Large,,0,,,,,
443,ascend-tribe-pangu-pro-moe,ascend-tribe/pangu-pro-moe,,0,,,,,
444,asi1-mini,ASI1 Mini,,0,,,,,
445,assemblyai-best,assemblyai-best,,0,,,,,
446,assemblyai-nano,assemblyai-nano,,0,,,,,
447,au-anthropic-claude-haiku-4-5-20251001-v1,au-anthropic-claude-haiku-4-5-20251001-v1,,0,,,,,
448,au-anthropic-claude-opus-4-6-v1,au-anthropic-claude-opus-4-6-v1,,0,,,,,
449,au-anthropic-claude-sonnet-4-5-20250929-v1,au-anthropic-claude-sonnet-4-5-20250929-v1,,0,,,,,
450,au-anthropic-claude-sonnet-4-6,au-anthropic-claude-sonnet-4-6,,0,,,,,
451,aurora-alpha,Aurora Alpha,,0,,,,,
452,auto,Auto Router,,0,,,,,
453,auto-model,Auto model,,0,,,,,
454,auto-model-basic,Auto model (Basic),,0,,,,,
455,auto-model-premium,Auto model (Premium),,0,,,,,
456,auto-model-standard,Auto model (Standard),,0,,,,,
457,aws-polly-generative,aws-polly-generative,,0,,,,,
458,aws-polly-long-form,aws-polly-long-form,,0,,,,,
459,aws-polly-neural,aws-polly-neural,,0,,,,,
460,aws-polly-standard,aws-polly-standard,,0,,,,,
461,azure-ai-claude-haiku-4-5,azure-ai-claude-haiku-4-5,,0,,,,,
462,azure-ai-claude-opus-4-1,azure-ai-claude-opus-4-1,,0,,,,,
463,azure-ai-claude-opus-4-5,azure-ai-claude-opus-4-5,,0,,,,,
464,azure-ai-claude-opus-4-6,azure-ai-claude-opus-4-6,,0,,,,,
465,azure-ai-claude-sonnet-4-5,azure-ai-claude-sonnet-4-5,,0,,,,,
466,azure-ai-claude-sonnet-4-6,azure-ai-claude-sonnet-4-6,,0,,,,,
467,azure-ai-cohere-embed-v3-english,azure-ai-cohere-embed-v3-english,,0,,,,,
468,azure-ai-cohere-embed-v3-multilingual,azure-ai-cohere-embed-v3-multilingual,,0,,,,,
469,azure-ai-cohere-rerank-v3-5,azure-ai-cohere-rerank-v3-5,,0,,,,,
470,azure-ai-cohere-rerank-v3-english,azure-ai-cohere-rerank-v3-english,,0,,,,,
471,azure-ai-cohere-rerank-v3-multilingual,azure-ai-cohere-rerank-v3-multilingual,,0,,,,,
472,azure-ai-cohere-rerank-v4-0-fast,azure-ai-cohere-rerank-v4-0-fast,,0,,,,,
473,azure-ai-cohere-rerank-v4-0-pro,azure-ai-cohere-rerank-v4-0-pro,,0,,,,,
474,azure-ai-deepseek-r1,azure-ai-deepseek-r1,,0,,,,,
475,azure-ai-deepseek-v3,azure-ai-deepseek-v3,,0,,,,,
476,azure-ai-deepseek-v3-0324,azure-ai-deepseek-v3-0324,,0,,,,,
477,azure-ai-deepseek-v3-2,azure-ai-deepseek-v3-2,,0,,,,,
478,azure-ai-deepseek-v3-2-speciale,azure-ai-deepseek-v3-2-speciale,,0,,,,,
479,azure-ai-doc-intelligence-prebuilt-document,azure-ai-doc-intelligence-prebuilt-document,,0,,,,,
480,azure-ai-doc-intelligence-prebuilt-layout,azure-ai-doc-intelligence-prebuilt-layout,,0,,,,,
481,azure-ai-doc-intelligence-prebuilt-read,azure-ai-doc-intelligence-prebuilt-read,,0,,,,,
482,azure-ai-embed-v-4-0,azure-ai-embed-v-4-0,,0,,,,,
483,azure-ai-flux-1-1-pro,azure-ai-flux-1-1-pro,,0,,,,,
484,azure-ai-flux-1-kontext-pro,azure-ai-flux-1-kontext-pro,,0,,,,,
485,azure-ai-flux-2-pro,azure-ai-flux-2-pro,,0,,,,,
486,azure-ai-global-grok-3,azure-ai-global-grok-3,,0,,,,,
487,azure-ai-global-grok-3-mini,azure-ai-global-grok-3-mini,,0,,,,,
488,azure-ai-gpt-oss-120b,azure-ai-gpt-oss-120b,,0,,,,,
489,azure-ai-grok-3,azure-ai-grok-3,,0,,,,,
490,azure-ai-grok-3-mini,azure-ai-grok-3-mini,,0,,,,,
491,azure-ai-grok-4,azure-ai-grok-4,,0,,,,,
492,azure-ai-grok-4-1-fast-non-reasoning,azure-ai-grok-4-1-fast-non-reasoning,,0,,,,,
493,azure-ai-grok-4-1-fast-reasoning,azure-ai-grok-4-1-fast-reasoning,,0,,,,,
494,azure-ai-grok-4-fast-non-reasoning,azure-ai-grok-4-fast-non-reasoning,,0,,,,,
495,azure-ai-grok-4-fast-reasoning,azure-ai-grok-4-fast-reasoning,,0,,,,,
496,azure-ai-grok-code-fast-1,azure-ai-grok-code-fast-1,,0,,,,,
497,azure-ai-jais-30b-chat,azure-ai-jais-30b-chat,,0,,,,,
498,azure-ai-jamba-instruct,azure-ai-jamba-instruct,,0,,,,,
499,azure-ai-kimi-k2-5,azure-ai-kimi-k2-5,,0,,,,,
500,azure-ai-llama-3-2-11b-vision-instruct,azure-ai-llama-3-2-11b-vision-instruct,,0,,,,,
501,azure-ai-llama-3-2-90b-vision-instruct,azure-ai-llama-3-2-90b-vision-instruct,,0,,,,,
502,azure-ai-llama-3-3-70b-instruct,azure-ai-llama-3-3-70b-instruct,,0,,,,,
503,azure-ai-llama-4-maverick-17b-128e-instruct-fp8,azure-ai-llama-4-maverick-17b-128e-instruct-fp8,,0,,,,,
504,azure-ai-llama-4-scout-17b-16e-instruct,azure-ai-llama-4-scout-17b-16e-instruct,,0,,,,,
505,azure-ai-mai-ds-r1,azure-ai-mai-ds-r1,,0,,,,,
506,azure-ai-meta-llama-3-1-405b-instruct,azure-ai-meta-llama-3-1-405b-instruct,,0,,,,,
507,azure-ai-meta-llama-3-1-70b-instruct,azure-ai-meta-llama-3-1-70b-instruct,,0,,,,,
508,azure-ai-meta-llama-3-1-8b-instruct,azure-ai-meta-llama-3-1-8b-instruct,,0,,,,,
509,azure-ai-meta-llama-3-70b-instruct,azure-ai-meta-llama-3-70b-instruct,,0,,,,,
510,azure-ai-ministral-3b,azure-ai-ministral-3b,,0,,,,,
511,azure-ai-mistral-document-ai-2505,azure-ai-mistral-document-ai-2505,,0,,,,,
512,azure-ai-mistral-document-ai-2512,azure-ai-mistral-document-ai-2512,,0,,,,,
513,azure-ai-mistral-large,azure-ai-mistral-large,,0,,,,,
514,azure-ai-mistral-large-2407,azure-ai-mistral-large-2407,,0,,,,,
515,azure-ai-mistral-large-3,azure-ai-mistral-large-3,,0,,,,,
516,azure-ai-mistral-large-latest,azure-ai-mistral-large-latest,,0,,,,,
517,azure-ai-mistral-medium-2505,azure-ai-mistral-medium-2505,,0,,,,,
518,azure-ai-mistral-nemo,azure-ai-mistral-nemo,,0,,,,,
519,azure-ai-mistral-small,azure-ai-mistral-small,,0,,,,,
520,azure-ai-mistral-small-2503,azure-ai-mistral-small-2503,,0,,,,,
521,azure-ai-model-router,azure-ai-model-router,,0,,,,,
522,azure-ai-phi-3-5-mini-instruct,azure-ai-phi-3-5-mini-instruct,,0,,,,,
523,azure-ai-phi-3-5-moe-instruct,azure-ai-phi-3-5-moe-instruct,,0,,,,,
524,azure-ai-phi-3-5-vision-instruct,azure-ai-phi-3-5-vision-instruct,,0,,,,,
525,azure-ai-phi-3-medium-128k-instruct,azure-ai-phi-3-medium-128k-instruct,,0,,,,,
526,azure-ai-phi-3-medium-4k-instruct,azure-ai-phi-3-medium-4k-instruct,,0,,,,,
527,azure-ai-phi-3-mini-128k-instruct,azure-ai-phi-3-mini-128k-instruct,,0,,,,,
528,azure-ai-phi-3-mini-4k-instruct,azure-ai-phi-3-mini-4k-instruct,,0,,,,,
529,azure-ai-phi-3-small-128k-instruct,azure-ai-phi-3-small-128k-instruct,,0,,,,,
530,azure-ai-phi-3-small-8k-instruct,azure-ai-phi-3-small-8k-instruct,,0,,,,,
531,azure-ai-phi-4,azure-ai-phi-4,,0,,,,,
532,azure-ai-phi-4-mini-instruct,azure-ai-phi-4-mini-instruct,,0,,,,,
533,azure-ai-phi-4-mini-reasoning,azure-ai-phi-4-mini-reasoning,,0,,,,,
534,azure-ai-phi-4-multimodal-instruct,azure-ai-phi-4-multimodal-instruct,,0,,,,,
535,azure-ai-phi-4-reasoning,azure-ai-phi-4-reasoning,,0,,,,,
536,azure-gpt-4-turbo,Azure gpt-4-turbo,,0,,,,,
537,azure-gpt-4o,Azure gpt-4o,,0,,,,,
538,azure-gpt-4o-mini,Azure gpt-4o-mini,,0,,,,,
539,azure-o1,Azure o1,,0,,,,,
540,azure-o3-mini,Azure o3-mini,,0,,,,,
541,baai-bge-en-icl,BGE-ICL,,0,,,,,
542,baai-bge-multilingual-gemma2,bge-multilingual-gemma2,,0,,,,,
543,baai-bge-reranker-v2-m3,bge-reranker-v2-m3,,0,,,,,
544,babbage-002,babbage-002,,0,,,,,
545,baichuan-baichuan-m2-32b,baichuan-m2-32b,,0,,,,,
546,baichuan-m2,Baichuan M2 32B Medical,,0,,,,,
547,baichuan4-air,Baichuan 4 Air,,0,,,,,
548,baichuan4-turbo,Baichuan 4 Turbo,,0,,,,,
549,baidu-ernie-4-5-21b-a3b,Baidu: ERNIE 4.5 21B A3B,,0,,,,,
550,baidu-ernie-4-5-21b-a3b-thinking,Baidu: ERNIE 4.5 21B A3B Thinking,,0,,,,,
551,baidu-ernie-4-5-300b-a47b,Baidu: ERNIE 4.5 300B A47B,,0,,,,,
552,baidu-ernie-4-5-vl-28b-a3b,Baidu: ERNIE 4.5 VL 28B A3B,,0,,,,,
553,baidu-ernie-4-5-vl-28b-a3b-thinking,ERNIE-4.5-VL-28B-A3B-Thinking,,0,,,,,
554,baidu-ernie-4-5-vl-424b-a47b,Baidu: ERNIE 4.5 VL 424B A47B,,0,,,,,
555,baidu-ernie-5-0-thinking-preview,ERNIE 5.0,,1,,,,1461.0,1458.0
556,baseten-kimi-k2-instruct-fp4,Kimi K2 0711 Instruct FP4,,0,,,,,
557,bedrock-mantle-openai-gpt-oss-120b,bedrock-mantle-openai-gpt-oss-120b,,0,,,,,
558,bedrock-mantle-openai-gpt-oss-20b,bedrock-mantle-openai-gpt-oss-20b,,0,,,,,
559,bedrock-mantle-openai-gpt-oss-safeguard-120b,bedrock-mantle-openai-gpt-oss-safeguard-120b,,0,,,,,
560,bedrock-mantle-openai-gpt-oss-safeguard-20b,bedrock-mantle-openai-gpt-oss-safeguard-20b,,0,,,,,
561,bfl-flux-kontext-max,FLUX.1 Kontext Max,,0,,,,,
562,bfl-flux-kontext-pro,FLUX.1 Kontext Pro,,0,,,,,
563,bfl-flux-pro-1-0-fill,FLUX.1 Fill [pro],,0,,,,,
564,bfl-flux-pro-1-1,FLUX1.1 [pro],,0,,,,,
565,bfl-flux-pro-1-1-ultra,FLUX1.1 [pro] Ultra,,0,,,,,
566,bge-multilingual-gemma2,BGE Multilingual Gemma2,,0,,,,,
567,big-pickle,Big Pickle,,0,,,,,
568,black-forest-labs-flux-1-dev,FLUX.1-dev,,0,,,,,
569,black-forest-labs-flux-2-flex,FLUX.2 Flex,,0,,,,,
570,black-forest-labs-flux-2-klein-4b,FLUX.2 Klein 4B,,0,,,,,
571,black-forest-labs-flux-2-max,FLUX.2 Max,,0,,,,,
572,black-forest-labs-flux-2-pro,FLUX.2 Pro,,0,,,,,
573,black-forest-labs-flux-dev,FLUX.1-dev,,0,,,,,
574,black-forest-labs-flux-kontext-max,black-forest-labs-flux-kontext-max,,0,,,,,
575,black-forest-labs-flux-kontext-pro,black-forest-labs-flux-kontext-pro,,0,,,,,
576,black-forest-labs-flux-pro,black-forest-labs-flux-pro,,0,,,,,
577,black-forest-labs-flux-pro-1-0-expand,black-forest-labs-flux-pro-1-0-expand,,0,,,,,
578,black-forest-labs-flux-pro-1-0-fill,black-forest-labs-flux-pro-1-0-fill,,0,,,,,
579,black-forest-labs-flux-pro-1-1,black-forest-labs-flux-pro-1-1,,0,,,,,
580,black-forest-labs-flux-pro-1-1-ultra,black-forest-labs-flux-pro-1-1-ultra,,0,,,,,
581,black-forest-labs-flux-schnell,FLUX.1-schnell,,0,,,,,
582,bodybuilder,Body Builder (beta),,0,,,,,
583,brave,Brave (Answers),,0,,,,,
584,brave-pro,Brave (Pro),,0,,,,,
585,brave-research,Brave (Research),,0,,,,,
586,bytedance-seed-1-6,Seed 1.6,,0,,,,,
587,bytedance-seed-1-8,Seed 1.8,,0,,,,,
588,bytedance-seed-seed-1-6,ByteDance Seed: Seed 1.6,,0,,,,,
589,bytedance-seed-seed-1-6-flash,ByteDance Seed: Seed 1.6 Flash,,0,,,,,
590,bytedance-seed-seed-2-0-lite,ByteDance Seed: Seed-2.0-Lite,,0,,,,,
591,bytedance-seed-seed-2-0-mini,ByteDance Seed: Seed-2.0-Mini,,0,,,,,
592,bytedance-seed-seed-oss-36b-instruct,ByteDance-Seed/Seed-OSS-36B-Instruct,,0,,,,,
593,bytedance-seed-seedream-4-5,Seedream 4.5,,0,,,,,
594,bytedance-ui-tars-1-5-7b,ByteDance: UI-TARS 7B,,0,,,,,
595,c4ai-aya-expanse-32b,Aya Expanse 32B,,1,,,,1211.0,1229.0
