rank,model_id,model_name,avg_reasoning_chat_score,benchmark_coverage,livebench_reasoning,livebench_overall,arena_elo
277,@cf-deepgram-aura-2-en,Deepgram Aura 2 (EN),,0,,,
278,@cf-deepgram-aura-2-es,Deepgram Aura 2 (ES),,0,,,
279,@cf-deepgram-nova-3,Deepgram Nova 3,,0,,,
280,@cf-deepseek-ai-deepseek-r1-distill-qwen-32b,DeepSeek R1 Distill Qwen 32B,,0,,,
281,@cf-facebook-bart-large-cnn,BART Large CNN,,0,,,
282,@cf-google-gemma-3-12b-it,Gemma 3 12B IT,,0,,,
283,@cf-huggingface-distilbert-sst-2-int8,DistilBERT SST-2 INT8,,0,,,
284,@cf-ibm-granite-granite-4-0-h-micro,IBM Granite 4.0 H Micro,,0,,,
285,@cf-meta-llama-2-7b-chat-fp16,Llama 2 7B Chat FP16,,0,,,
286,@cf-meta-llama-2-7b-chat-int8,@cf-meta-llama-2-7b-chat-int8,,0,,,
287,@cf-meta-llama-3-1-8b-instruct,Llama 3.1 8B Instruct,,0,,,
288,@cf-meta-llama-3-1-8b-instruct-awq,Llama 3.1 8B Instruct AWQ,,0,,,
289,@cf-meta-llama-3-1-8b-instruct-fp8,Llama 3.1 8B Instruct FP8,,0,,,
290,@cf-meta-llama-3-2-11b-vision-instruct,Llama 3.2 11B Vision Instruct,,0,,,
291,@cf-meta-llama-3-2-1b-instruct,Llama 3.2 1B Instruct,,0,,,
292,@cf-meta-llama-3-2-3b-instruct,Llama 3.2 3B Instruct,,0,,,
293,@cf-meta-llama-3-3-70b-instruct-fp8-fast,Llama 3.3 70B Instruct FP8 Fast,,0,,,
294,@cf-meta-llama-3-8b-instruct,Llama 3 8B Instruct,,0,,,
295,@cf-meta-llama-3-8b-instruct-awq,Llama 3 8B Instruct AWQ,,0,,,
296,@cf-meta-llama-4-scout-17b-16e-instruct,Llama 4 Scout 17B 16E Instruct,,0,,,
297,@cf-meta-llama-guard-3-8b,Llama Guard 3 8B,,0,,,
298,@cf-meta-m2m100-1-2b,M2M100 1.2B,,0,,,
299,@cf-mistral-mistral-7b-instruct-v0-1,Mistral 7B Instruct v0.1,,0,,,
300,@cf-mistralai-mistral-small-3-1-24b-instruct,Mistral Small 3.1 24B Instruct,,0,,,
301,@cf-myshell-ai-melotts,MyShell MeloTTS,,0,,,
302,@cf-openai-gpt-oss-120b,GPT OSS 120B,,0,,,
303,@cf-openai-gpt-oss-20b,GPT OSS 20B,,0,,,
304,@cf-pfnet-plamo-embedding-1b,PLaMo Embedding 1B,,0,,,
305,@cf-pipecat-ai-smart-turn-v2,Pipecat Smart Turn v2,,0,,,
306,@cf-qwen-qwen2-5-coder-32b-instruct,Qwen 2.5 Coder 32B Instruct,,0,,,
307,@cf-qwen-qwen3-30b-a3b-fp8,Qwen3 30B A3B FP8,,0,,,
308,@cf-qwen-qwen3-embedding-0-6b,Qwen3 Embedding 0.6B,,0,,,
309,@cf-qwen-qwq-32b,QwQ 32B,,0,,,
310,@cf-zai-org-glm-4-7-flash,GLM-4.7-Flash,,0,,,
311,@hf-thebloke-codellama-7b-instruct-awq,@hf-thebloke-codellama-7b-instruct-awq,,0,,,
312,accounts-fireworks-models-deepseek-v3p1,DeepSeek V3.1,,0,,,
313,accounts-fireworks-models-deepseek-v3p2,DeepSeek V3.2,,0,,,
314,accounts-fireworks-models-glm-4p5,GLM 4.5,,0,,,
315,accounts-fireworks-models-glm-4p5-air,GLM 4.5 Air,,0,,,
316,accounts-fireworks-models-glm-4p7,GLM 4.7,,0,,,
317,accounts-fireworks-models-glm-5,GLM 5,,0,,,
318,accounts-fireworks-models-gpt-oss-120b,GPT OSS 120B,,0,,,
319,accounts-fireworks-models-gpt-oss-20b,GPT OSS 20B,,0,,,
320,accounts-fireworks-models-kimi-k2-instruct,Kimi K2 Instruct,,0,,,
321,accounts-fireworks-models-kimi-k2-thinking,Kimi K2 Thinking,,0,,,
322,accounts-fireworks-models-kimi-k2p5,Kimi K2.5,,0,,,
323,accounts-fireworks-models-minimax-m2p1,MiniMax-M2.1,,0,,,
324,accounts-fireworks-models-minimax-m2p5,MiniMax-M2.5,,0,,,
325,ada,ada,,0,,,
326,ai21-j2-mid-v1,ai21-j2-mid-v1,,0,,,
327,ai21-j2-ultra-v1,ai21-j2-ultra-v1,,0,,,
328,ai21-jamba-1-5-large-v1,Jamba 1.5 Large,,0,,,
329,ai21-jamba-1-5-mini-v1,Jamba 1.5 Mini,,0,,,
330,ai21-jamba-instruct-v1,ai21-jamba-instruct-v1,,0,,,
331,ai21-jamba-large-1-7,AI21: Jamba Large 1.7,,0,,,
332,ai21-labs-ai21-jamba-1-5-large,AI21 Jamba 1.5 Large,,0,,,
333,ai21-labs-ai21-jamba-1-5-mini,AI21 Jamba 1.5 Mini,,0,,,
334,aiml-dall-e-2,aiml-dall-e-2,,0,,,
335,aiml-dall-e-3,aiml-dall-e-3,,0,,,
336,aiml-flux-dev,aiml-flux-dev,,0,,,
337,aiml-flux-kontext-max-text-to-image,aiml-flux-kontext-max-text-to-image,,0,,,
338,aiml-flux-kontext-pro-text-to-image,aiml-flux-kontext-pro-text-to-image,,0,,,
339,aiml-flux-pro,aiml-flux-pro,,0,,,
340,aiml-flux-pro-v1-1,aiml-flux-pro-v1-1,,0,,,
341,aiml-flux-pro-v1-1-ultra,aiml-flux-pro-v1-1-ultra,,0,,,
342,aiml-flux-realism,aiml-flux-realism,,0,,,
343,aiml-flux-schnell,aiml-flux-schnell,,0,,,
344,aiml-google-imagen-4-0-ultra-generate-001,aiml-google-imagen-4-0-ultra-generate-001,,0,,,
345,aiml-google-nano-banana-pro,aiml-google-nano-banana-pro,,0,,,
346,aion-labs-aion-1-0,AionLabs: Aion-1.0,,0,,,
347,aion-labs-aion-1-0-mini,AionLabs: Aion-1.0-Mini,,0,,,
348,aion-labs-aion-2-0,AionLabs: Aion-2.0,,0,,,
349,aion-labs-aion-rp-llama-3-1-8b,AionLabs: Aion-RP 1.0 (8B),,0,,,
350,alfredpros-codellama-7b-instruct-solidity,AlfredPros: CodeLLaMa 7B Instruct Solidity,,0,,,
351,alibaba-nlp-2-tongyi-deepresearch-30b-a3b,Tongyi DeepResearch 30B A3B,,0,,,
352,alibaba-qwen-3-14b,Qwen3-14B,,0,,,
353,alibaba-qwen-3-235b,Qwen3 235B A22B Instruct 2507,,0,,,
354,alibaba-qwen-3-30b,Qwen3-30B-A3B,,0,,,
355,alibaba-qwen-3-32b,Qwen 3.32B,,0,,,
356,alibaba-qwen3-235b-a22b-thinking,Qwen3 235B A22B Thinking 2507,,0,,,
357,alibaba-qwen3-5-flash,Qwen 3.5 Flash,,0,,,
358,alibaba-qwen3-5-plus,Qwen 3.5 Plus,,0,,,
359,alibaba-qwen3-coder,Qwen3 Coder 480B A35B Instruct,,0,,,
360,alibaba-qwen3-coder-30b-a3b,Qwen 3 Coder 30B A3B Instruct,,0,,,
361,alibaba-qwen3-coder-next,Qwen3 Coder Next,,0,,,
362,alibaba-qwen3-coder-plus,Qwen3 Coder Plus,,0,,,
363,alibaba-qwen3-embedding-0-6b,Qwen3 Embedding 0.6B,,0,,,
364,alibaba-qwen3-embedding-4b,Qwen3 Embedding 4B,,0,,,
365,alibaba-qwen3-embedding-8b,Qwen3 Embedding 8B,,0,,,
366,alibaba-qwen3-max,Qwen3 Max,,0,,,
367,alibaba-qwen3-max-preview,Qwen3 Max Preview,,0,,,
368,alibaba-qwen3-max-thinking,Qwen 3 Max Thinking,,1,,,
369,alibaba-qwen3-next-80b-a3b-instruct,Qwen3 Next 80B A3B Instruct,,0,,,
370,alibaba-qwen3-next-80b-a3b-thinking,Qwen3 Next 80B A3B Thinking,,0,,,
371,alibaba-qwen3-vl-instruct,Qwen3 VL Instruct,,1,,,
372,alibaba-qwen3-vl-thinking,Qwen3 VL Thinking,,1,,,
373,alibaba-tongyi-deepresearch-30b-a3b,Tongyi DeepResearch 30B A3B,,0,,,
374,allenai-molmo-2-8b,AllenAI: Molmo2 8B,,0,,,
375,allenai-olmo-3-1-32b-instruct,AllenAI: Olmo 3.1 32B Instruct,,1,,,
376,allenai-olmo-3-1-32b-think,AllenAI: Olmo 3.1 32B Think,,1,,,
377,allenai-olmo-3-7b-instruct,AllenAI: Olmo 3 7B Instruct,,0,,,
378,allenai-olmo-3-7b-think,AllenAI: Olmo 3 7B Think,,1,,,
379,allenai-olmocr-7b-0725-fp8,allenai-olmocr-7b-0725-fp8,,0,,,
380,alpindale-goliath-120b,Goliath 120B,,0,,,
381,amazon-nova-2-lite,Nova 2 Lite,,0,,,
382,amazon-nova-2-lite-v1,Amazon: Nova 2 Lite,,0,,,
383,amazon-nova-2-multimodal-embeddings-v1,amazon-nova-2-multimodal-embeddings-v1,,0,,,
384,amazon-nova-2-pro-preview-20251202-v1,amazon-nova-2-pro-preview-20251202-v1,,0,,,
385,amazon-nova-canvas-v1,amazon-nova-canvas-v1,,0,,,
386,amazon-nova-lite,Nova Lite,,1,,,
387,amazon-nova-micro,Nova Micro,,0,,,
388,amazon-nova-nova-lite-v1,amazon-nova-nova-lite-v1,,0,,,
389,amazon-nova-nova-micro-v1,amazon-nova-nova-micro-v1,,0,,,
390,amazon-nova-nova-premier-v1,amazon-nova-nova-premier-v1,,0,,,
391,amazon-nova-nova-pro-v1,amazon-nova-nova-pro-v1,,0,,,
392,amazon-nova-premier-v1,Amazon: Nova Premier 1.0,,0,,,
393,amazon-nova-pro,Nova Pro,,0,,,
394,amazon-rerank-v1,amazon-rerank-v1,,0,,,
395,amazon-titan-embed-image-v1,amazon-titan-embed-image-v1,,0,,,
396,amazon-titan-embed-text-v1,amazon-titan-embed-text-v1,,0,,,
397,amazon-titan-embed-text-v2,Titan Text Embeddings V2,,0,,,
398,amazon-titan-image-generator-v1,amazon-titan-image-generator-v1,,0,,,
399,amazon-titan-image-generator-v2,amazon-titan-image-generator-v2,,0,,,
400,amazon-titan-text-express-v1,Titan Text G1 - Express,,0,,,
401,amazon-titan-text-lite-v1,amazon-titan-text-lite-v1,,0,,,
402,amazon-titan-text-premier-v1,amazon-titan-text-premier-v1,,0,,,
403,anthracite-org-magnum-v2-72b,Magnum V2 72B,,0,,,
404,anthracite-org-magnum-v4-72b,Magnum v4 72B,,0,,,
405,anthropic-claude-3-5-haiku,anthropic-claude-3-5-haiku,,0,,,
406,anthropic-claude-3-5-haiku-20241022-v1,Claude Haiku 3.5,,0,,,
407,anthropic-claude-3-5-sonnet,anthropic--claude-3.5-sonnet,,0,,,
408,anthropic-claude-3-5-sonnet-20240620-v1,Claude Sonnet 3.5,,0,,,
409,anthropic-claude-3-5-sonnet-20241022-v2,Claude Sonnet 3.5 v2,,0,,,
410,anthropic-claude-3-7-sonnet,anthropic--claude-3.7-sonnet,,0,,,
411,anthropic-claude-3-7-sonnet-20240620-v1,anthropic-claude-3-7-sonnet-20240620-v1,,0,,,
412,anthropic-claude-3-7-sonnet-20250219-v1,Claude Sonnet 3.7,,0,,,
413,anthropic-claude-3-7-sonnet-latest,anthropic-claude-3-7-sonnet-latest,,0,,,
414,anthropic-claude-3-haiku,anthropic--claude-3-haiku,,0,,,
415,anthropic-claude-3-haiku-20240307-v1,Claude Haiku 3,,0,,,
416,anthropic-claude-3-opus,anthropic--claude-3-opus,,0,,,
417,anthropic-claude-3-opus-20240229-v1,Claude Opus 3,,0,,,
418,anthropic-claude-3-sonnet,anthropic--claude-3-sonnet,,0,,,
419,anthropic-claude-3-sonnet-20240229-v1,Claude Sonnet 3,,0,,,
420,anthropic-claude-4-5-haiku,anthropic--claude-4.5-haiku,,0,,,
421,anthropic-claude-4-5-opus,anthropic--claude-4.5-opus,,0,,,
422,anthropic-claude-4-5-sonnet,anthropic--claude-4.5-sonnet,,0,,,
423,anthropic-claude-4-6-opus,anthropic--claude-4.6-opus,,0,,,
424,anthropic-claude-4-6-sonnet,anthropic--claude-4.6-sonnet,,0,,,
425,anthropic-claude-4-opus,anthropic--claude-4-opus,,0,,,
426,anthropic-claude-4-sonnet,anthropic--claude-4-sonnet,,0,,,
427,anthropic-claude-haiku-4-5,anthropic-claude-haiku-4-5,,0,,,
428,anthropic-claude-haiku-4-5-20251001-v1,Claude Haiku 4.5,,0,,,
429,anthropic-claude-haiku-4-5@20251001,anthropic-claude-haiku-4-5@20251001,,0,,,
430,anthropic-claude-opus-4,anthropic-claude-opus-4,,0,,,
431,anthropic-claude-opus-4-1,anthropic-claude-opus-4-1,,0,,,
432,anthropic-claude-opus-4-1-20250805-v1,Claude Opus 4.1,,0,,,
433,anthropic-claude-opus-4-20250514-v1,Claude Opus 4,,0,,,
434,anthropic-claude-opus-4-5,anthropic-claude-opus-4-5,,0,,,
435,anthropic-claude-opus-4-5-20251101-v1,Claude Opus 4.5,,0,,,
436,anthropic-claude-opus-4-6,anthropic-claude-opus-4-6,,0,,,
437,anthropic-claude-opus-4-6-v1,Claude Opus 4.6,,0,,,
438,anthropic-claude-sonnet-4,anthropic-claude-sonnet-4,,0,,,
439,anthropic-claude-sonnet-4-20250514-v1,Claude Sonnet 4,,0,,,
440,anthropic-claude-sonnet-4-5,anthropic-claude-sonnet-4-5,,0,,,
441,anthropic-claude-sonnet-4-5-20250929-v1,Claude Sonnet 4.5,,0,,,
442,anthropic-claude-sonnet-4-6,Claude Sonnet 4.6,,0,,,
443,anthropic-claude-v1,anthropic-claude-v1,,0,,,
444,anyscale-codellama-codellama-34b-instruct-hf,anyscale-codellama-codellama-34b-instruct-hf,,0,,,
445,anyscale-codellama-codellama-70b-instruct-hf,anyscale-codellama-codellama-70b-instruct-hf,,0,,,
446,anyscale-google-gemma-7b-it,anyscale-google-gemma-7b-it,,0,,,
447,anyscale-huggingfaceh4-zephyr-7b-beta,anyscale-huggingfaceh4-zephyr-7b-beta,,0,,,
448,anyscale-meta-llama-llama-2-13b-chat-hf,anyscale-meta-llama-llama-2-13b-chat-hf,,0,,,
449,anyscale-meta-llama-llama-2-70b-chat-hf,anyscale-meta-llama-llama-2-70b-chat-hf,,0,,,
450,anyscale-meta-llama-llama-2-7b-chat-hf,anyscale-meta-llama-llama-2-7b-chat-hf,,0,,,
451,anyscale-meta-llama-meta-llama-3-70b-instruct,anyscale-meta-llama-meta-llama-3-70b-instruct,,0,,,
452,anyscale-meta-llama-meta-llama-3-8b-instruct,anyscale-meta-llama-meta-llama-3-8b-instruct,,0,,,
453,anyscale-mistralai-mistral-7b-instruct-v0-1,anyscale-mistralai-mistral-7b-instruct-v0-1,,0,,,
454,anyscale-mistralai-mixtral-8x22b-instruct-v0-1,anyscale-mistralai-mixtral-8x22b-instruct-v0-1,,0,,,
455,anyscale-mistralai-mixtral-8x7b-instruct-v0-1,anyscale-mistralai-mixtral-8x7b-instruct-v0-1,,0,,,
456,ap-northeast-1-1-month-commitment-anthropic-claude-instant-v1,ap-northeast-1-1-month-commitment-anthropic-claude-instant-v1,,0,,,
457,ap-northeast-1-1-month-commitment-anthropic-claude-v1,ap-northeast-1-1-month-commitment-anthropic-claude-v1,,0,,,
458,ap-northeast-1-1-month-commitment-anthropic-claude-v2,ap-northeast-1-1-month-commitment-anthropic-claude-v2,,0,,,
459,ap-northeast-1-6-month-commitment-anthropic-claude-instant-v1,ap-northeast-1-6-month-commitment-anthropic-claude-instant-v1,,0,,,
460,ap-northeast-1-6-month-commitment-anthropic-claude-v1,ap-northeast-1-6-month-commitment-anthropic-claude-v1,,0,,,
461,ap-northeast-1-6-month-commitment-anthropic-claude-v2,ap-northeast-1-6-month-commitment-anthropic-claude-v2,,0,,,
462,ap-northeast-1-anthropic-claude-instant-v1,ap-northeast-1-anthropic-claude-instant-v1,,0,,,
463,ap-northeast-1-anthropic-claude-v1,ap-northeast-1-anthropic-claude-v1,,0,,,
464,ap-northeast-1-anthropic-claude-v2,ap-northeast-1-anthropic-claude-v2,,0,,,
465,ap-northeast-1-deepseek-v3-2,ap-northeast-1-deepseek-v3-2,,0,,,
466,ap-northeast-1-minimax-minimax-m2-1,ap-northeast-1-minimax-minimax-m2-1,,0,,,
467,ap-northeast-1-moonshotai-kimi-k2-5,ap-northeast-1-moonshotai-kimi-k2-5,,0,,,
468,ap-northeast-1-moonshotai-kimi-k2-thinking,ap-northeast-1-moonshotai-kimi-k2-thinking,,0,,,
469,ap-northeast-1-qwen-qwen3-coder-next,ap-northeast-1-qwen-qwen3-coder-next,,0,,,
470,ap-south-1-deepseek-v3-2,ap-south-1-deepseek-v3-2,,0,,,
471,ap-south-1-meta-llama3-70b-instruct-v1,ap-south-1-meta-llama3-70b-instruct-v1,,0,,,
472,ap-south-1-meta-llama3-8b-instruct-v1,ap-south-1-meta-llama3-8b-instruct-v1,,0,,,
473,ap-south-1-minimax-minimax-m2-1,ap-south-1-minimax-minimax-m2-1,,0,,,
474,ap-south-1-moonshotai-kimi-k2-5,ap-south-1-moonshotai-kimi-k2-5,,0,,,
475,ap-south-1-moonshotai-kimi-k2-thinking,ap-south-1-moonshotai-kimi-k2-thinking,,0,,,
476,ap-south-1-qwen-qwen3-coder-next,ap-south-1-qwen-qwen3-coder-next,,0,,,
477,ap-southeast-3-deepseek-v3-2,ap-southeast-3-deepseek-v3-2,,0,,,
478,ap-southeast-3-minimax-minimax-m2-1,ap-southeast-3-minimax-minimax-m2-1,,0,,,
479,ap-southeast-3-moonshotai-kimi-k2-5,ap-southeast-3-moonshotai-kimi-k2-5,,0,,,
480,ap-southeast-3-qwen-qwen3-coder-next,ap-southeast-3-qwen-qwen3-coder-next,,0,,,
481,apac-amazon-nova-2-lite-v1,apac-amazon-nova-2-lite-v1,,0,,,
482,apac-amazon-nova-2-pro-preview-20251202-v1,apac-amazon-nova-2-pro-preview-20251202-v1,,0,,,
483,apac-amazon-nova-lite-v1,apac-amazon-nova-lite-v1,,0,,,
484,apac-amazon-nova-micro-v1,apac-amazon-nova-micro-v1,,0,,,
485,apac-amazon-nova-pro-v1,apac-amazon-nova-pro-v1,,0,,,
486,apac-anthropic-claude-3-5-sonnet-20240620-v1,apac-anthropic-claude-3-5-sonnet-20240620-v1,,0,,,
487,apac-anthropic-claude-3-5-sonnet-20241022-v2,apac-anthropic-claude-3-5-sonnet-20241022-v2,,0,,,
488,apac-anthropic-claude-3-haiku-20240307-v1,apac-anthropic-claude-3-haiku-20240307-v1,,0,,,
489,apac-anthropic-claude-3-sonnet-20240229-v1,apac-anthropic-claude-3-sonnet-20240229-v1,,0,,,
490,apac-anthropic-claude-haiku-4-5-20251001-v1,apac-anthropic-claude-haiku-4-5-20251001-v1,,0,,,
491,apac-anthropic-claude-sonnet-4-20250514-v1,apac-anthropic-claude-sonnet-4-20250514-v1,,0,,,
492,arcee-ai-afm-models-trinity-mini,Trinity Mini,,0,,,
493,arcee-ai-coder-large,Arcee AI: Coder Large,,0,,,
494,arcee-ai-maestro-reasoning,Arcee AI: Maestro Reasoning,,0,,,
495,arcee-ai-spotlight,Arcee AI: Spotlight,,0,,,
496,arcee-ai-trinity-large,Trinity Large,,0,,,
497,arcee-ai-trinity-large-preview,Arcee AI: Trinity Large Preview (free),,0,,,
498,arcee-ai-trinity-mini,Arcee AI: Trinity Mini (free),,0,,,
499,arcee-ai-virtuoso-large,Arcee AI: Virtuoso Large,,0,,,
500,ascend-tribe-pangu-pro-moe,ascend-tribe/pangu-pro-moe,,0,,,
501,asi1-mini,ASI1 Mini,,0,,,
502,assemblyai-best,assemblyai-best,,0,,,
503,assemblyai-nano,assemblyai-nano,,0,,,
504,au-anthropic-claude-haiku-4-5-20251001-v1,au-anthropic-claude-haiku-4-5-20251001-v1,,0,,,
505,au-anthropic-claude-opus-4-6-v1,au-anthropic-claude-opus-4-6-v1,,0,,,
506,au-anthropic-claude-sonnet-4-5-20250929-v1,au-anthropic-claude-sonnet-4-5-20250929-v1,,0,,,
507,au-anthropic-claude-sonnet-4-6,au-anthropic-claude-sonnet-4-6,,0,,,
508,aurora-alpha,Aurora Alpha,,0,,,
509,auto,Auto Router,,0,,,
510,auto-model,Auto model,,0,,,
511,auto-model-basic,Auto model (Basic),,0,,,
512,auto-model-premium,Auto model (Premium),,0,,,
513,auto-model-standard,Auto model (Standard),,0,,,
514,aws-polly-generative,aws-polly-generative,,0,,,
515,aws-polly-long-form,aws-polly-long-form,,0,,,
516,aws-polly-neural,aws-polly-neural,,0,,,
517,aws-polly-standard,aws-polly-standard,,0,,,
518,azure-ai-claude-haiku-4-5,azure-ai-claude-haiku-4-5,,0,,,
519,azure-ai-claude-opus-4-1,azure-ai-claude-opus-4-1,,0,,,
520,azure-ai-claude-opus-4-5,azure-ai-claude-opus-4-5,,0,,,
521,azure-ai-claude-opus-4-6,azure-ai-claude-opus-4-6,,0,,,
522,azure-ai-claude-sonnet-4-5,azure-ai-claude-sonnet-4-5,,0,,,
523,azure-ai-claude-sonnet-4-6,azure-ai-claude-sonnet-4-6,,0,,,
524,azure-ai-cohere-embed-v3-english,azure-ai-cohere-embed-v3-english,,0,,,
525,azure-ai-cohere-embed-v3-multilingual,azure-ai-cohere-embed-v3-multilingual,,0,,,
526,azure-ai-cohere-rerank-v3-5,azure-ai-cohere-rerank-v3-5,,0,,,
527,azure-ai-cohere-rerank-v3-english,azure-ai-cohere-rerank-v3-english,,0,,,
528,azure-ai-cohere-rerank-v3-multilingual,azure-ai-cohere-rerank-v3-multilingual,,0,,,
529,azure-ai-cohere-rerank-v4-0-fast,azure-ai-cohere-rerank-v4-0-fast,,0,,,
530,azure-ai-cohere-rerank-v4-0-pro,azure-ai-cohere-rerank-v4-0-pro,,0,,,
531,azure-ai-deepseek-r1,azure-ai-deepseek-r1,,0,,,
532,azure-ai-deepseek-v3,azure-ai-deepseek-v3,,0,,,
533,azure-ai-deepseek-v3-0324,azure-ai-deepseek-v3-0324,,0,,,
534,azure-ai-deepseek-v3-2,azure-ai-deepseek-v3-2,,0,,,
535,azure-ai-deepseek-v3-2-speciale,azure-ai-deepseek-v3-2-speciale,,0,,,
536,azure-ai-doc-intelligence-prebuilt-document,azure-ai-doc-intelligence-prebuilt-document,,0,,,
537,azure-ai-doc-intelligence-prebuilt-layout,azure-ai-doc-intelligence-prebuilt-layout,,0,,,
538,azure-ai-doc-intelligence-prebuilt-read,azure-ai-doc-intelligence-prebuilt-read,,0,,,
539,azure-ai-embed-v-4-0,azure-ai-embed-v-4-0,,0,,,
540,azure-ai-flux-1-1-pro,azure-ai-flux-1-1-pro,,0,,,
541,azure-ai-flux-1-kontext-pro,azure-ai-flux-1-kontext-pro,,0,,,
542,azure-ai-flux-2-pro,azure-ai-flux-2-pro,,0,,,
543,azure-ai-global-grok-3,azure-ai-global-grok-3,,0,,,
544,azure-ai-global-grok-3-mini,azure-ai-global-grok-3-mini,,0,,,
545,azure-ai-gpt-oss-120b,azure-ai-gpt-oss-120b,,0,,,
546,azure-ai-grok-3,azure-ai-grok-3,,0,,,
547,azure-ai-grok-3-mini,azure-ai-grok-3-mini,,0,,,
548,azure-ai-grok-4,azure-ai-grok-4,,0,,,
549,azure-ai-grok-4-1-fast-non-reasoning,azure-ai-grok-4-1-fast-non-reasoning,,0,,,
550,azure-ai-grok-4-1-fast-reasoning,azure-ai-grok-4-1-fast-reasoning,,0,,,
551,azure-ai-grok-4-fast-non-reasoning,azure-ai-grok-4-fast-non-reasoning,,0,,,
552,azure-ai-grok-4-fast-reasoning,azure-ai-grok-4-fast-reasoning,,0,,,
553,azure-ai-grok-code-fast-1,azure-ai-grok-code-fast-1,,0,,,
554,azure-ai-jais-30b-chat,azure-ai-jais-30b-chat,,0,,,
555,azure-ai-jamba-instruct,azure-ai-jamba-instruct,,0,,,
556,azure-ai-kimi-k2-5,azure-ai-kimi-k2-5,,0,,,
557,azure-ai-llama-3-2-11b-vision-instruct,azure-ai-llama-3-2-11b-vision-instruct,,0,,,
558,azure-ai-llama-3-2-90b-vision-instruct,azure-ai-llama-3-2-90b-vision-instruct,,0,,,
559,azure-ai-llama-3-3-70b-instruct,azure-ai-llama-3-3-70b-instruct,,0,,,
560,azure-ai-llama-4-maverick-17b-128e-instruct-fp8,azure-ai-llama-4-maverick-17b-128e-instruct-fp8,,0,,,
561,azure-ai-llama-4-scout-17b-16e-instruct,azure-ai-llama-4-scout-17b-16e-instruct,,0,,,
562,azure-ai-mai-ds-r1,azure-ai-mai-ds-r1,,0,,,
563,azure-ai-meta-llama-3-1-405b-instruct,azure-ai-meta-llama-3-1-405b-instruct,,0,,,
564,azure-ai-meta-llama-3-1-70b-instruct,azure-ai-meta-llama-3-1-70b-instruct,,0,,,
565,azure-ai-meta-llama-3-1-8b-instruct,azure-ai-meta-llama-3-1-8b-instruct,,0,,,
566,azure-ai-meta-llama-3-70b-instruct,azure-ai-meta-llama-3-70b-instruct,,0,,,
567,azure-ai-ministral-3b,azure-ai-ministral-3b,,0,,,
568,azure-ai-mistral-document-ai-2505,azure-ai-mistral-document-ai-2505,,0,,,
569,azure-ai-mistral-document-ai-2512,azure-ai-mistral-document-ai-2512,,0,,,
570,azure-ai-mistral-large,azure-ai-mistral-large,,0,,,
571,azure-ai-mistral-large-2407,azure-ai-mistral-large-2407,,0,,,
572,azure-ai-mistral-large-3,azure-ai-mistral-large-3,,0,,,
573,azure-ai-mistral-large-latest,azure-ai-mistral-large-latest,,0,,,
574,azure-ai-mistral-medium-2505,azure-ai-mistral-medium-2505,,0,,,
575,azure-ai-mistral-nemo,azure-ai-mistral-nemo,,0,,,
576,azure-ai-mistral-small,azure-ai-mistral-small,,0,,,
577,azure-ai-mistral-small-2503,azure-ai-mistral-small-2503,,0,,,
578,azure-ai-model-router,azure-ai-model-router,,0,,,
579,azure-ai-phi-3-5-mini-instruct,azure-ai-phi-3-5-mini-instruct,,0,,,
580,azure-ai-phi-3-5-moe-instruct,azure-ai-phi-3-5-moe-instruct,,0,,,
581,azure-ai-phi-3-5-vision-instruct,azure-ai-phi-3-5-vision-instruct,,0,,,
582,azure-ai-phi-3-medium-128k-instruct,azure-ai-phi-3-medium-128k-instruct,,0,,,
583,azure-ai-phi-3-medium-4k-instruct,azure-ai-phi-3-medium-4k-instruct,,0,,,
584,azure-ai-phi-3-mini-128k-instruct,azure-ai-phi-3-mini-128k-instruct,,0,,,
585,azure-ai-phi-3-mini-4k-instruct,azure-ai-phi-3-mini-4k-instruct,,0,,,
586,azure-ai-phi-3-small-128k-instruct,azure-ai-phi-3-small-128k-instruct,,0,,,
587,azure-ai-phi-3-small-8k-instruct,azure-ai-phi-3-small-8k-instruct,,0,,,
588,azure-ai-phi-4,azure-ai-phi-4,,0,,,
589,azure-ai-phi-4-mini-instruct,azure-ai-phi-4-mini-instruct,,0,,,
590,azure-ai-phi-4-mini-reasoning,azure-ai-phi-4-mini-reasoning,,0,,,
591,azure-ai-phi-4-multimodal-instruct,azure-ai-phi-4-multimodal-instruct,,0,,,
592,azure-ai-phi-4-reasoning,azure-ai-phi-4-reasoning,,0,,,
593,azure-gpt-4-turbo,Azure gpt-4-turbo,,0,,,
594,azure-gpt-4o,Azure gpt-4o,,0,,,
595,azure-gpt-4o-mini,Azure gpt-4o-mini,,0,,,
596,azure-o1,Azure o1,,0,,,
597,azure-o3-mini,Azure o3-mini,,0,,,
598,baai-bge-en-icl,BGE-ICL,,0,,,
599,baai-bge-multilingual-gemma2,bge-multilingual-gemma2,,0,,,
600,baai-bge-reranker-v2-m3,bge-reranker-v2-m3,,0,,,
601,babbage-002,babbage-002,,0,,,
602,baichuan-baichuan-m2-32b,baichuan-m2-32b,,0,,,
603,baichuan-m2,Baichuan M2 32B Medical,,0,,,
604,baichuan4-air,Baichuan 4 Air,,0,,,
605,baichuan4-turbo,Baichuan 4 Turbo,,0,,,
606,baidu-ernie-4-5-21b-a3b,Baidu: ERNIE 4.5 21B A3B,,0,,,
